,Hour,DHI,DNI,WS,RH,T,TARGET
321,16,84,582,3.6,23.2,25.7,26.17616255
322,17,78,45,2.3,29.92,22.8,8.350368231000001
323,17,36,0,2.4,34.46,20.5,3.377762435
324,18,9,0,2.4,44.25,18.1,0.844462887
325,18,0,0,2.9,48.39,16.7,0.0
326,19,0,0,3.3,57.81,15.2,0.0
327,19,0,0,2.8,61.25,14.3,0.0
328,20,0,0,2.3,65.22,13.5,0.0
329,20,0,0,1.6,67.37,13.0,0.0
330,21,0,0,1.0,65.86,12.5,0.0
331,21,0,0,0.9,67.61,12.1,0.0
332,22,0,0,0.8,66.15,11.6,0.0
333,22,0,0,1.1,67.47,11.3,0.0
334,23,0,0,1.3,65.78,11.0,0.0
335,23,0,0,1.5,67.1,10.7,0.0
288,0,0,0,2.5,64.5,13.1,0.0
289,0,0,0,2.8,65.27,12.9,0.0
290,1,0,0,3.1,61.46,12.6,0.0
291,1,0,0,3.1,63.51,12.1,0.0
292,2,0,0,3.1,60.54,11.5,0.0
293,2,0,0,3.2,62.99,10.9,0.0
294,3,0,0,3.2,60.46,10.3,0.0
295,3,0,0,3.2,62.09,9.9,0.0
296,4,0,0,3.2,60.24,9.4,0.0
297,4,0,0,3.3,59.84,9.5,0.0
298,5,17,140,3.5,57.54,9.6,2.064435479
299,5,40,324,3.5,54.91,10.3,7.600817601
300,6,59,493,3.5,52.44,11.0,15.76453744
301,6,63,706,3.7,47.82,12.4,26.8368353
302,7,71,787,3.9,41.01,13.8,36.78278865
303,7,76,845,3.9,37.19,15.3,46.63455244
304,8,79,890,3.9,29.41,16.9,56.11060746
305,8,85,919,3.7,27.45,18.0,64.92988442
306,9,104,910,3.5,23.51,19.1,72.24769724
307,9,304,503,3.6,22.37,19.9,65.96062926
308,10,314,585,3.7,21.22,20.6,75.81191799
309,10,413,217,4.0,20.96,20.8,56.76498706
310,11,453,272,4.2,20.8,21.1,65.86593307
311,11,444,406,4.4,20.91,21.0,77.21897793
312,12,372,53,4.6,21.43,20.9,39.59470778
313,12,227,19,4.7,21.83,20.6,22.98752464
314,13,212,20,4.9,22.77,20.3,21.58019634
315,13,255,137,4.8,23.77,19.6,35.18537346
316,14,373,239,4.8,25.61,18.9,53.76366433
317,14,344,114,4.7,27.26,17.9,40.62813708
318,15,228,33,4.6,30.64,16.9,23.64527271
319,15,230,58,4.7,33.11,15.7,25.14689156
320,16,161,55,4.9,37.69,14.5,18.01592113
321,16,159,187,4.9,37.69,14.5,23.36439772
322,17,79,85,4.6,45.01,12.0,10.50957611
323,17,28,1,3.9,48.14,11.0,2.627422907
324,18,16,15,3.2,50.38,10.0,1.782913711
325,18,20,104,2.4,53.94,9.0,3.002835044
326,19,3,0,1.7,59.79,7.9,0.281519189
327,19,0,0,1.3,62.28,7.3,0.0
328,20,0,0,0.9,63.65,6.7,0.0
329,20,0,0,0.7,65.42,6.3,0.0
330,21,0,0,0.5,65.45,6.0,0.0
331,21,0,0,0.6,67.29,5.6,0.0
332,22,0,0,0.7,66.16,5.2,0.0
333,22,0,0,0.8,68.03,4.8,0.0
334,23,0,0,0.9,66.42,4.4,0.0
335,23,0,0,1.0,68.22,4.0,0.0
288,0,0,0,1.6,78.39,-1.6,0.0
289,0,0,0,1.5,77.25,-1.4,0.0
290,1,0,0,1.3,78.74,-1.3,0.0
291,1,0,0,1.1,78.74,-1.3,0.0
292,2,0,0,0.9,79.49,-1.2,0.0
293,2,0,0,0.8,80.07,-1.3,0.0
294,3,0,0,0.7,80.96,-1.4,0.0
295,3,0,0,0.8,81.55,-1.5,0.0
296,4,0,0,0.8,82.68,-1.6,0.0
297,4,0,0,0.9,82.68,-1.6,0.0
298,5,0,0,1.0,83.55,-1.5,0.0
299,5,2,9,1.2,77.1,-0.4,0.18769658
300,6,30,213,1.3,75.91,0.7,4.223121999
301,6,52,460,1.4,67.22,2.4,12.19990229
302,7,71,538,1.4,65.37,4.1,20.08254086
303,7,81,700,1.3,58.08,5.8,31.34319311
304,8,86,789,1.2,54.81,7.5,41.47734285
305,8,92,839,1.0,49.85,8.9,50.76673576
306,9,98,876,0.9,46.4,10.4,59.39891671
307,9,107,886,0.9,42.86,11.6,66.43582679
308,10,183,734,0.9,40.57,12.8,67.748636
309,10,327,454,1.0,38.22,13.7,63.90078216
310,11,400,282,1.1,36.92,14.7,59.02077854
311,11,429,124,1.2,35.3,15.4,49.91862098
312,12,420,287,1.3,34.71,16.1,62.1163023
313,12,401,256,1.3,33.84,16.5,57.70597878
314,13,361,103,1.4,34.05,16.9,41.75454903
315,13,377,329,1.5,34.05,16.9,59.67616446
316,14,361,233,1.6,35.18,16.9,50.10545884
317,14,311,80,1.6,36.32,16.4,34.34213244
318,15,280,305,1.6,38.94,15.9,44.19462644
319,15,228,371,1.6,40.98,15.1,40.53555521
320,16,150,516,1.5,44.74,14.3,36.7825865
321,16,100,584,1.5,44.74,14.3,30.21426749
322,17,90,438,1.2,56.51,12.1,20.17461054
323,17,62,310,1.4,60.76,11.0,11.35422042
324,18,32,161,1.6,66.09,9.8,4.410375191
325,18,4,15,2.1,68.8,9.2,0.375353555
326,19,0,0,2.6,70.27,8.5,0.0
327,19,0,0,2.9,71.71,8.2,0.0
328,20,0,0,3.1,74.61,7.8,0.0
329,20,0,0,3.0,75.53,7.6,0.0
330,21,0,0,2.8,77.81,7.4,0.0
331,21,0,0,2.6,78.24,7.3,0.0
332,22,0,0,2.4,79.46,7.2,0.0
333,22,0,0,2.4,78.92,7.3,0.0
334,23,0,0,2.5,79.09,7.4,0.0
335,23,0,0,2.4,79.09,7.4,0.0
288,0,0,0,2.1,48.55,-5.2,0.0
289,0,0,0,2.1,48.55,-5.2,0.0
290,1,0,0,2.1,48.16,-5.2,0.0
291,1,0,0,2.0,48.16,-5.2,0.0
292,2,0,0,1.9,47.66,-5.2,0.0
293,2,0,0,1.9,48.03,-5.3,0.0
294,3,0,0,1.9,47.55,-5.4,0.0
295,3,0,0,2.0,47.91,-5.5,0.0
296,4,0,0,2.0,47.53,-5.7,0.0
297,4,0,0,2.0,47.9,-5.8,0.0
298,5,0,0,2.0,47.11,-6.0,0.0
299,5,0,0,2.0,47.47,-6.1,0.0
300,6,0,0,2.0,46.24,-6.2,0.0
301,6,0,0,2.1,44.85,-5.8,0.0
302,7,23,345,2.2,44.06,-5.5,3.941849103
303,7,37,632,2.3,39.65,-4.1,11.91921748
304,8,47,771,2.4,35.87,-2.7,20.64714569
305,8,53,856,2.3,31.19,-0.8,29.18694651
306,9,58,912,2.2,27.03,1.2,36.9755761
307,9,61,950,2.0,24.64,2.5,43.82575466
308,10,65,976,1.8,23.89,3.8,49.54960997
309,10,66,994,1.8,22.59,4.6,53.86595844
310,11,67,1005,1.8,23.0,5.4,56.86843869
311,11,68,1011,1.9,22.37,5.8,58.36965902
312,12,67,1010,1.9,22.8,6.2,58.18171944
313,12,66,998,1.9,22.48,6.4,56.30476602
314,13,64,984,1.8,23.1,6.6,53.11404586
315,13,62,966,1.7,23.1,6.6,48.70351555
316,14,60,940,1.6,24.29,6.5,43.07309867
317,14,55,904,1.3,25.14,6.0,36.22289205
318,15,50,851,1.0,30.52,5.5,28.4341881
319,15,43,770,0.6,34.36,3.8,20.08260707
320,16,34,634,0.3,42.06,2.1,11.44917682
321,16,21,346,0.3,42.06,2.1,3.659982753
322,17,0,0,0.6,41.99,-0.9,0.0
323,17,0,0,0.9,44.8,-1.8,0.0
324,18,0,0,1.1,46.87,-2.8,0.0
325,18,0,0,1.3,47.93,-3.1,0.0
326,19,0,0,1.5,48.72,-3.4,0.0
327,19,0,0,1.7,48.72,-3.4,0.0
328,20,0,0,1.9,47.8,-3.4,0.0
329,20,0,0,2.0,47.8,-3.4,0.0
330,21,0,0,2.2,46.85,-3.5,0.0
331,21,0,0,2.3,46.85,-3.5,0.0
332,22,0,0,2.4,45.31,-3.5,0.0
333,22,0,0,2.5,45.31,-3.5,0.0
334,23,0,0,2.7,43.9,-3.5,0.0
335,23,0,0,2.8,43.52,-3.4,0.0
288,0,0,0,1.4,52.0,7.8,0.0
289,0,0,0,1.4,52.71,7.6,0.0
290,1,0,0,1.4,54.51,7.4,0.0
291,1,0,0,1.3,55.19,7.2,0.0
292,2,0,0,1.3,56.98,7.0,0.0
293,2,0,0,1.3,56.98,7.0,0.0
294,3,0,0,1.3,58.09,6.9,0.0
295,3,0,0,1.3,57.3,7.1,0.0
296,4,0,0,1.3,56.86,7.3,0.0
297,4,0,0,1.3,56.09,7.5,0.0
298,5,0,0,1.3,55.6,7.6,0.0
299,5,0,0,1.2,54.85,7.8,0.0
300,6,0,0,1.2,53.16,8.1,0.0
301,6,12,102,1.1,50.02,9.0,1.407578927
302,7,36,430,0.9,49.2,10.0,8.25770561
303,7,50,605,0.9,42.54,12.2,16.60884717
304,8,60,711,0.9,35.69,14.3,25.33494479
305,8,56,845,1.4,32.42,15.8,34.90534842
306,9,62,886,1.9,24.72,17.2,42.69271272
307,9,66,914,2.3,23.36,18.1,49.35416426
308,10,69,933,2.6,21.03,18.9,54.88960494
309,10,69,952,2.8,20.39,19.4,59.20538523
310,11,67,967,3.0,19.69,19.9,62.20753513
311,11,69,968,3.2,19.57,20.0,63.6148755
312,12,71,963,3.3,19.94,20.1,63.52097843
313,12,72,955,3.4,20.18,19.9,61.92605307
314,13,126,775,3.6,21.37,19.6,54.79535493
315,13,150,661,3.7,21.9,19.2,48.41528675
316,14,214,313,3.8,23.48,18.8,34.90419741
317,14,184,260,3.6,24.23,18.3,28.054872
318,15,144,107,3.5,26.81,17.7,17.26465048
319,15,102,70,3.1,28.73,16.6,11.54118307
320,16,48,0,2.7,34.1,15.5,4.503930777
321,16,22,0,2.7,34.1,15.5,2.064301606
322,17,5,2,2.3,42.6,12.5,0.469174927
323,17,0,0,2.4,44.31,11.9,0.0
324,18,0,0,2.6,46.95,11.3,0.0
325,18,0,0,2.6,48.53,10.8,0.0
326,19,0,0,2.6,52.36,10.3,0.0
327,19,0,0,2.5,53.78,9.9,0.0
328,20,0,0,2.4,58.25,9.4,0.0
329,20,0,0,2.4,59.44,9.1,0.0
330,21,0,0,2.4,63.52,8.8,0.0
331,21,0,0,2.5,63.52,8.8,0.0
332,22,0,0,2.5,67.0,8.7,0.0
333,22,0,0,2.5,67.0,8.7,0.0
334,23,0,0,2.5,70.12,8.6,0.0
335,23,0,0,2.6,70.59,8.5,0.0
288,0,0,0,2.9,22.82,4.1,0.0
289,0,0,0,2.8,23.14,3.9,0.0
290,1,0,0,2.8,24.21,3.8,0.0
291,1,0,0,2.8,24.38,3.7,0.0
292,2,0,0,2.9,25.21,3.6,0.0
293,2,0,0,2.9,25.39,3.5,0.0
294,3,0,0,2.9,26.23,3.5,0.0
295,3,0,0,2.7,26.98,3.1,0.0
296,4,0,0,2.5,28.08,2.8,0.0
297,4,0,0,2.3,28.93,2.4,0.0
298,5,0,0,2.0,30.56,1.9,0.0
299,5,0,0,1.8,31.0,1.7,0.0
300,6,0,0,1.6,32.67,1.4,0.0
301,6,0,0,1.5,32.24,1.6,0.0
302,7,3,0,1.4,34.48,1.9,0.281537754
303,7,8,0,1.4,30.14,3.8,0.750751666
304,8,11,0,1.4,32.7,5.7,1.032261985
305,8,12,0,2.0,29.5,7.2,1.126085419
306,9,19,0,2.7,25.31,8.8,1.782937227
307,9,117,16,3.0,23.82,9.7,11.63589627
308,10,198,190,3.4,24.67,10.7,26.74349991
309,10,229,197,3.4,23.55,11.4,30.68441118
310,11,236,279,3.4,23.76,12.1,35.75128659
311,11,219,387,3.3,23.29,12.4,39.87991259
312,12,172,565,3.2,23.48,12.7,44.38385048
313,12,91,852,3.1,23.33,12.8,50.10771693
314,13,60,956,3.0,23.74,12.9,50.10766186
315,13,58,937,3.0,24.21,12.6,45.7914225
316,14,55,910,3.0,25.37,12.3,40.25529719
317,14,51,870,3.0,26.77,11.5,33.59329397
318,15,47,813,3.0,29.71,10.7,26.18047886
319,15,40,725,2.6,33.29,9.0,18.01701026
320,16,31,580,2.1,42.55,7.2,9.853247418
321,16,18,269,2.1,42.55,7.2,2.721373096
322,17,0,0,1.6,56.08,3.3,0.0
323,17,0,0,1.5,57.76,2.9,0.0
324,18,0,0,1.4,60.94,2.5,0.0
325,18,0,0,1.3,62.33,2.2,0.0
326,19,0,0,1.2,64.64,1.9,0.0
327,19,0,0,1.1,65.65,1.7,0.0
328,20,0,0,1.1,66.74,1.5,0.0
329,20,0,0,1.1,67.22,1.4,0.0
330,21,0,0,1.1,67.89,1.2,0.0
331,21,0,0,1.1,69.87,0.8,0.0
332,22,0,0,1.1,70.81,0.5,0.0
333,22,0,0,1.1,71.84,0.3,0.0
334,23,0,0,1.0,72.44,0.1,0.0
335,23,0,0,0.9,73.49,-0.1,0.0
288,0,0,0,1.3,64.38,-4.9,0.0
289,0,0,0,1.3,64.87,-5.0,0.0
290,1,0,0,1.3,63.32,-5.1,0.0
291,1,0,0,1.3,63.8,-5.2,0.0
292,2,0,0,1.4,62.64,-5.4,0.0
293,2,0,0,1.5,63.11,-5.5,0.0
294,3,0,0,1.6,61.2,-5.6,0.0
295,3,0,0,1.7,61.2,-5.6,0.0
296,4,0,0,1.9,59.11,-5.5,0.0
297,4,0,0,2.0,59.11,-5.5,0.0
298,5,0,0,2.2,57.37,-5.4,0.0
299,5,0,0,2.4,55.65,-5.0,0.0
300,6,4,26,2.6,54.43,-4.5,0.281557556
301,6,30,365,3.3,47.58,-2.7,5.349487746
302,7,44,605,4.0,46.83,-0.9,13.98347205
303,7,58,676,4.8,42.31,0.5,22.52336684
304,8,78,716,5.5,39.79,1.9,31.53222841
305,8,80,896,5.7,37.33,2.8,45.04559503
306,9,88,927,5.9,34.76,3.7,53.86649125
307,9,95,954,5.9,33.1,4.4,62.03044738
308,10,100,975,5.9,31.82,5.0,69.06824238
309,10,104,995,5.7,30.74,5.5,75.16760615
310,11,139,912,5.6,30.11,6.0,76.10560998
311,11,139,932,5.4,29.49,6.3,79.48364872
312,12,133,954,5.2,29.48,6.6,81.36020806
313,12,113,1000,5.0,29.07,6.8,82.57996045
314,13,102,1022,4.9,29.5,6.9,81.54762132
315,13,100,1013,4.8,29.3,7.0,77.98158669
316,14,97,999,4.7,29.93,7.0,72.91419117
317,14,94,980,4.5,30.13,6.9,66.53309956
318,15,88,943,4.4,31.14,6.7,58.18139972
319,15,80,910,4.2,32.01,6.3,49.45440717
320,16,73,877,3.9,34.09,5.8,40.53969887
321,16,64,810,3.9,34.09,5.8,30.40477415
322,17,52,709,1.9,46.76,2.9,19.98896083
323,17,39,504,1.6,52.41,1.3,9.853886355
324,18,14,120,1.3,55.55,-0.3,1.689267364
325,18,0,0,1.3,57.26,-0.7,0.0
326,19,0,0,1.3,55.94,-1.1,0.0
327,19,0,0,1.2,56.35,-1.2,0.0
328,20,0,0,1.2,54.27,-1.4,0.0
329,20,0,0,1.2,55.08,-1.6,0.0
330,21,0,0,1.2,53.72,-1.8,0.0
331,21,0,0,1.3,54.92,-2.1,0.0
332,22,0,0,1.3,54.96,-2.4,0.0
333,22,0,0,1.4,55.78,-2.6,0.0
334,23,0,0,1.5,56.19,-2.9,0.0
335,23,0,0,1.5,56.61,-3.0,0.0
288,0,0,0,2.6,51.98,7.8,0.0
289,0,0,0,2.7,51.98,7.8,0.0
290,1,0,0,2.8,51.23,7.7,0.0
291,1,0,0,2.9,51.58,7.6,0.0
292,2,0,0,2.9,50.29,7.5,0.0
293,2,0,0,2.9,50.63,7.4,0.0
294,3,0,0,2.8,49.18,7.2,0.0
295,3,0,0,2.6,49.52,7.1,0.0
296,4,0,0,2.5,47.78,6.9,0.0
297,4,0,0,2.3,47.78,6.9,0.0
298,5,0,0,2.1,46.28,7.0,0.0
299,5,11,1,2.2,40.68,8.9,1.032225681
300,6,44,12,2.2,39.21,10.8,4.316489978
301,6,84,35,2.5,33.28,13.3,8.63274274
302,7,102,64,2.9,26.63,15.8,11.54128456
303,7,127,8,2.6,23.62,17.7,12.19785088
304,8,162,17,2.3,17.75,19.6,16.0445303
305,8,255,102,2.0,16.79,20.5,29.55542131
306,9,275,53,1.7,15.7,21.4,29.08599988
307,9,341,99,1.4,15.11,22.0,38.74980233
308,10,379,94,1.0,14.98,22.6,42.40870493
309,10,394,189,0.9,14.62,23.0,51.60328573
310,11,435,275,0.7,14.67,23.5,62.95566257
311,11,439,330,1.0,14.41,23.8,68.3033848
312,12,434,366,1.3,14.55,24.0,71.02410525
313,12,438,335,1.6,14.55,24.0,68.58470401
314,13,342,581,1.9,14.92,23.9,78.81151122
315,13,316,509,2.0,15.28,23.5,69.05419918
316,14,361,79,2.2,16.13,23.0,39.68761794
317,14,283,32,2.3,16.71,22.4,28.71038106
318,15,219,22,2.5,18.95,21.7,21.95516622
319,15,140,5,2.6,20.52,20.4,13.41723776
320,16,157,12,2.6,28.52,19.2,15.29397624
321,16,127,7,2.6,28.52,19.2,12.19764976
322,17,113,60,2.7,40.55,16.2,12.38571434
323,17,74,18,2.5,43.77,15.0,7.318927736
324,18,38,4,2.3,48.38,13.8,3.659512136
325,18,10,0,2.2,50.96,13.0,0.938344696
326,19,0,0,2.1,55.21,12.2,0.0
327,19,0,0,2.1,57.81,11.5,0.0
328,20,0,0,2.1,60.61,10.8,0.0
329,20,0,0,2.1,63.07,10.2,0.0
330,21,0,0,2.1,64.94,9.6,0.0
331,21,0,0,2.0,65.73,9.4,0.0
332,22,0,0,2.0,65.99,9.1,0.0
333,22,0,0,2.0,65.11,9.3,0.0
334,23,0,0,2.0,63.38,9.4,0.0
335,23,0,0,1.9,62.95,9.5,0.0
288,0,0,0,3.4,39.93,-0.8,0.0
289,0,0,0,3.4,40.52,-1.0,0.0
290,1,0,0,3.3,37.95,-1.3,0.0
291,1,0,0,3.4,38.22,-1.4,0.0
292,2,0,0,3.4,35.98,-1.5,0.0
293,2,0,0,3.4,35.98,-1.5,0.0
294,3,0,0,3.3,34.56,-1.5,0.0
295,3,0,0,3.3,34.81,-1.6,0.0
296,4,0,0,3.2,33.87,-1.6,0.0
297,4,0,0,3.1,33.87,-1.6,0.0
298,5,0,0,3.0,33.47,-1.6,0.0
299,5,0,0,2.9,33.47,-1.6,0.0
300,6,0,0,2.8,33.32,-1.7,0.0
301,6,0,0,2.8,32.36,-1.3,0.0
302,7,0,0,2.7,32.94,-0.9,0.0
303,7,16,172,3.1,27.89,1.4,2.064621539
304,8,34,447,3.4,30.07,3.6,8.352130645
305,8,46,597,3.7,26.67,5.3,15.76552508
306,9,54,704,4.0,29.33,7.0,23.46016447
307,9,113,456,3.9,27.21,8.1,25.43051083
308,10,153,346,3.9,28.84,9.2,27.40080954
309,10,191,152,4.1,27.33,10.0,24.30392901
310,11,198,44,4.3,25.85,10.8,20.55024576
311,11,224,78,4.4,25.34,11.1,24.77281732
312,12,225,74,4.6,23.78,11.4,24.77273563
313,12,194,35,4.5,24.07,11.2,19.89330113
314,13,177,28,4.4,26.91,11.0,17.92277768
315,13,183,214,4.2,28.19,10.3,26.83745474
316,14,83,809,4.0,31.62,9.6,41.5702235
317,14,63,927,3.7,34.52,8.3,40.44474566
318,15,51,873,3.5,36.86,7.1,32.56267249
319,15,49,818,3.2,41.72,5.3,25.43129344
320,16,41,726,2.9,43.83,3.5,17.17350099
321,16,35,444,2.9,43.83,3.5,7.976762752999999
322,17,12,132,3.0,46.13,1.1,1.5015478880000002
323,17,0,0,3.2,47.47,0.7,0.0
324,18,0,0,3.3,45.48,0.3,0.0
325,18,0,0,3.5,46.15,0.1,0.0
326,19,0,0,3.6,44.44,-0.2,0.0
327,19,0,0,3.5,45.42,-0.5,0.0
328,20,0,0,3.3,45.52,-0.8,0.0
329,20,0,0,3.0,46.53,-1.1,0.0
330,21,0,0,2.7,47.77,-1.5,0.0
331,21,0,0,2.6,47.77,-1.5,0.0
332,22,0,0,2.5,48.4,-1.5,0.0
333,22,0,0,2.6,48.05,-1.4,0.0
334,23,0,0,2.7,47.59,-1.2,0.0
335,23,0,0,2.6,47.88,-1.3,0.0
288,0,0,0,2.4,68.41,11.6,0.0
289,0,0,0,2.4,69.23,11.4,0.0
290,1,0,0,2.5,72.5,11.1,0.0
291,1,0,0,2.5,72.98,11.0,0.0
292,2,0,0,2.5,75.82,10.8,0.0
293,2,0,0,2.6,76.32,10.7,0.0
294,3,0,0,2.6,77.32,10.6,0.0
295,3,0,0,2.5,77.32,10.6,0.0
296,4,0,0,2.4,75.46,10.6,0.0
297,4,1,3,2.7,69.25,11.9,0.093835604
298,5,23,57,2.9,63.79,13.1,2.533527895
299,5,54,138,2.8,56.42,15.0,7.131262923
300,6,79,363,2.7,50.83,16.8,15.95119357
301,6,57,739,2.4,44.55,18.9,29.0867992
302,7,64,801,2.2,34.95,21.0,38.56257585
303,7,70,846,2.2,32.48,22.2,47.8507403
304,8,75,880,2.1,28.3,23.4,56.85718845
305,8,79,906,2.0,26.94,24.2,65.30075108
306,9,83,926,1.8,25.2,25.0,72.99358845
307,9,162,696,1.5,24.32,25.6,68.20821182
308,10,283,559,1.2,23.44,26.2,71.77295444
309,10,346,517,1.0,22.74,26.7,76.27593625
310,11,194,805,0.8,22.41,27.1,88.75365117
311,11,115,941,0.9,22.02,27.4,94.85163362
312,12,91,973,0.9,21.96,27.7,96.07097181
313,12,149,894,1.1,21.83,27.8,93.91302448
314,13,248,728,1.3,21.87,28.0,87.15785007
315,13,263,259,1.6,22.0,27.9,46.72191286
316,14,299,67,1.9,22.53,27.7,33.4934931
317,14,129,6,2.1,23.03,27.3,12.57184261
318,15,151,9,2.3,24.21,26.9,14.82358109
319,15,69,1,2.3,24.93,26.4,6.567445444
320,16,96,10,2.4,26.91,25.9,9.569758819
321,16,217,253,2.4,26.91,25.9,32.83740771
322,17,179,161,2.4,31.32,24.5,23.4556522
323,17,135,236,2.0,33.65,23.3,20.35977468
324,18,97,104,1.6,43.28,22.1,11.63431043
325,18,57,36,1.6,47.72,20.5,5.911084262
326,19,24,12,1.7,52.33,19.0,2.345707034
327,19,2,0,2.0,54.73,18.3,0.187658007
328,20,0,0,2.4,55.81,17.7,0.0
329,20,0,0,2.5,57.6,17.2,0.0
330,21,0,0,2.6,59.85,16.8,0.0
331,21,0,0,2.3,61.39,16.4,0.0
332,22,0,0,2.1,63.58,16.0,0.0
333,22,0,0,1.8,65.22,15.6,0.0
334,23,0,0,1.5,66.84,15.3,0.0
335,23,0,0,1.7,68.14,15.0,0.0
288,0,0,0,3.0,57.76,4.2,0.0
289,0,0,0,3.0,58.1,4.1,0.0
290,1,0,0,3.0,55.47,4.1,0.0
291,1,0,0,3.0,55.47,4.1,0.0
292,2,0,0,3.0,56.04,4.1,0.0
293,2,0,0,3.0,55.65,4.2,0.0
294,3,0,0,3.0,57.52,4.3,0.0
295,3,0,0,3.1,57.52,4.3,0.0
296,4,0,0,3.1,58.8,4.3,0.0
297,4,0,0,3.1,58.8,4.3,0.0
298,5,0,0,3.1,56.92,4.4,0.0
299,5,0,0,3.0,57.31,4.3,0.0
300,6,0,0,3.0,54.28,4.3,0.0
301,6,11,129,3.1,50.22,5.4,1.219950005
302,7,28,343,3.2,47.36,6.6,6.099669577999999
303,7,46,527,3.3,41.33,8.6,14.07585115
304,8,66,200,3.5,39.1,10.5,11.44811986
305,8,98,15,3.5,34.95,12.2,9.665035357
306,9,143,72,3.5,30.61,14.0,16.32701826
307,9,159,19,3.3,27.97,15.4,15.76377505
308,10,175,468,3.2,24.06,16.8,39.97181447
309,10,80,939,2.8,22.7,17.7,58.08053612
310,11,77,992,2.5,20.01,18.7,62.95898442
311,11,74,1010,2.3,19.4,19.2,64.92902797
312,12,76,1008,2.1,17.79,19.7,64.92867111
313,12,75,1002,2.0,17.68,19.8,63.23970553
314,13,73,992,1.9,17.02,20.0,60.14326725
315,13,70,979,1.7,17.21,19.8,55.73350903
316,14,66,961,1.5,17.5,19.5,50.01019911
317,14,61,932,1.2,18.16,18.9,42.97340011
318,15,55,890,0.8,19.69,18.3,34.90438924
319,15,49,825,0.6,22.05,16.5,26.08497903
320,16,40,724,0.3,35.69,14.7,16.88988893
321,16,28,549,0.3,35.69,14.7,7.975780884
322,17,11,154,0.5,37.92,10.3,1.219884306
323,17,0,0,0.6,40.05,9.5,0.0
324,18,0,0,0.8,40.17,8.6,0.0
325,18,0,0,1.1,42.4,7.8,0.0
326,19,0,0,1.3,44.69,7.1,0.0
327,19,0,0,2.0,48.26,6.0,0.0
328,20,0,0,2.7,54.52,4.9,0.0
329,20,0,0,3.1,59.78,3.6,0.0
330,21,0,0,3.4,71.41,2.4,0.0
331,21,0,0,3.5,76.14,1.5,0.0
332,22,0,0,3.6,79.69,0.6,0.0
333,22,0,0,3.4,83.83,-0.1,0.0
334,23,0,0,3.2,79.33,-0.8,0.0
335,23,0,0,3.0,82.89,-1.4,0.0
288,0,0,0,0.7,73.21,1.9,0.0
289,0,0,0,0.8,73.74,1.8,0.0
290,1,0,0,0.8,72.65,1.8,0.0
291,1,0,0,0.9,74.76,1.4,0.0
292,2,0,0,1.0,74.07,1.1,0.0
293,2,0,0,1.1,77.34,0.5,0.0
294,3,0,0,1.2,77.26,-0.1,0.0
295,3,0,0,1.3,78.96,-0.4,0.0
296,4,0,0,1.4,78.25,-0.8,0.0
297,4,0,0,1.4,79.98,-1.1,0.0
298,5,0,0,1.5,78.11,-1.3,0.0
299,5,0,0,1.4,79.84,-1.6,0.0
300,6,0,0,1.3,78.04,-1.9,0.0
301,6,0,0,1.3,77.47,-1.8,0.0
302,7,0,0,1.2,75.01,-1.8,0.0
303,7,9,86,1.4,68.2,-0.5,0.938483932
304,8,31,352,1.7,63.72,0.7,6.10006511
305,8,43,560,2.0,58.47,1.9,13.23227442
306,9,73,476,2.2,54.47,3.0,17.83050884
307,9,94,471,2.5,51.12,3.9,22.52252523
308,10,88,658,2.7,46.47,4.7,30.68667082
309,10,72,833,3.0,44.89,5.2,38.5692734
310,11,48,968,3.3,40.04,5.8,44.48105848
311,11,49,978,3.5,39.22,6.1,46.92079306
312,12,47,983,3.7,36.42,6.4,47.76520984
313,12,46,983,3.8,36.17,6.5,47.38979265
314,13,45,977,3.9,35.24,6.7,45.6067101
315,13,43,963,3.6,35.73,6.5,42.41621045
316,14,42,938,3.2,37.47,6.3,37.91191745
317,14,40,904,2.4,39.59,5.5,32.2817185
318,15,36,854,1.5,46.07,4.6,25.61917536
319,15,32,779,1.2,51.25,3.1,18.39355733
320,16,26,658,0.8,52.88,1.5,10.792328
321,16,18,401,0.8,52.88,1.5,3.753853218
322,17,0,0,0.8,54.72,0.4,0.0
323,17,0,0,0.8,55.12,0.3,0.0
324,18,0,0,0.9,55.21,0.1,0.0
325,18,0,0,1.1,55.61,0.0,0.0
326,19,0,0,1.3,55.34,-0.2,0.0
327,19,0,0,1.6,55.75,-0.3,0.0
328,20,0,0,1.9,55.12,-0.5,0.0
329,20,0,0,2.0,55.12,-0.5,0.0
330,21,0,0,2.2,54.27,-0.6,0.0
331,21,0,0,2.4,53.88,-0.5,0.0
332,22,0,0,2.5,53.25,-0.5,0.0
333,22,0,0,2.6,53.25,-0.5,0.0
334,23,0,0,2.7,52.73,-0.4,0.0
335,23,0,0,2.7,52.35,-0.3,0.0
288,0,0,0,1.4,73.68,11.1,0.0
289,0,0,0,1.5,74.17,11.0,0.0
290,1,0,0,1.6,73.15,10.8,0.0
291,1,0,0,1.7,73.15,10.8,0.0
292,2,0,0,1.9,71.78,10.7,0.0
293,2,0,0,2.0,72.25,10.6,0.0
294,3,0,0,2.1,71.03,10.5,0.0
295,3,0,0,2.1,71.99,10.3,0.0
296,4,0,0,2.2,70.79,10.2,0.0
297,4,2,19,2.5,65.38,11.4,0.18767224
298,5,24,280,2.8,62.89,12.5,3.941069383
